"common.name","scientific.name","category","obs.date","count","duration.min","checklist.id","observer.id","num.observers","all.species.reported","distance.km","locality","county","protocol","park","longitude","latitude","OBJECTID_1"
"Blue-headed Vireo","Vireo solitarius","species","2022-06-03","1",240,"S112150129","obsr756411",2,1,0.064,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-15","1",59,"S113179679","obsr215193",1,1,10.284,"Patten, Maine, US (46.059, -68.581)","Penobscot","Traveling","KAWW",-68.5812642,46.0592985,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-23","2",300,"S113791314","obsr1017838",1,1,6.437,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-07","1",19,"S112538685","obsr115891",2,1,0.325,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Traveling","KAWW",-68.7472567,45.8458566,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-21","1",2,"S113471970","obsr3074864",1,1,0.28,"Katahdin Woods and Waters National Monument, Patten US-ME 46.10461, -68.80024","Penobscot","Traveling","KAWW",-68.800243,46.104613,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-21","9",89,"S113599740","obsr215193",1,1,7.145,"Katahdin Woods & Waters NM--Bowlin Camps Area","Penobscot","Traveling","KAWW",-68.7312277,46.0361634,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-14","1",28,"S114799137","obsr211033",1,1,9.956,"HRSYTOWN Township, Maine, US (45.871, -68.572)","Penobscot","Traveling","KAWW",-68.5721313,45.8709072,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-02","1",390,"S122444757","obsr52476",1,1,4,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-26","1",125,"S113871322","obsr324527",3,1,3.701,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-21","X",10,"S122550025","obsr2995610",1,1,NA,"LE8965; 14625","Penobscot","Stationary","KAWW",-68.7005506,45.988173,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-26","1",264,"S113845073","obsr159346",1,1,10.01,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-13","1",39,"S112897916","obsr215193",1,1,0.252,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-15","1",110,"S113069802","obsr231067",2,1,25.75,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-25","2",4,"S113789324","obsr92999",1,1,NA,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Stationary","KAWW",-68.7076136,45.8691097,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-07","1",22,"S112538576","obsr115891",2,1,0.239,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-27","1",NA,"S113948855","obsr333476",1,0,NA,"Katahdin Woods & Waters NM--Lunksoos Campsites Area","Penobscot","Incidental","KAWW",-68.6133868,45.908995,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-20","2",111,"S113600341","obsr215193",1,1,8.69,"Patten, Maine, US (45.977, -68.716)","Penobscot","Traveling","KAWW",-68.7157599,45.9768589,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-14","1",65,"S112937132","obsr211033",1,1,1.271,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-25","1",17,"S113767502","obsr92999",1,1,2.827,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.88037, -68.56026","Penobscot","Traveling","KAWW",-68.560258,45.880375,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-27","X",6,"S125277894","obsr2994183",1,1,NA,"NJ5882; Lookout Mtn SW; Katahdin W and W2-9; Sunset; A","Penobscot","Stationary","KAWW",-68.5795073,45.8800562,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-21","X",10,"S123706302","obsr215193",1,1,NA,"LE8964; 28010x","Penobscot","Stationary","KAWW",-68.7085307,45.9954209,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-21","X",10,"S122550024","obsr2995610",1,1,NA,"LE8964; 28010x","Penobscot","Stationary","KAWW",-68.7085307,45.9954209,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-15","1",90,"S113069923","obsr231067",2,1,2,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-20","5",63,"S113600379","obsr215193",1,1,5.11,"Katahdin Woods & Waters NM--Bowlin Camps Area","Penobscot","Traveling","KAWW",-68.7312277,46.0361634,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-03","1",240,"S112044769","obsr138047",2,1,0.064,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-17","1",3,"S113151060","obsr336206",1,1,0.195,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.88038, -68.55958","Penobscot","Traveling","KAWW",-68.559579,45.880383,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-21","X",10,"S123706301","obsr215193",1,1,NA,"LE8965; 14625","Penobscot","Stationary","KAWW",-68.7005506,45.988173,423
"Cape May Warbler","Setophaga tigrina","species","2022-06-15","1",125,"S113069659","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Cape May Warbler","Setophaga tigrina","species","2022-06-17","1",3,"S113151464","obsr336206",1,1,NA,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Stationary","KAWW",-68.7076136,45.8691097,423
"Cape May Warbler","Setophaga tigrina","species","2022-06-16","X",10,"S122550159","obsr2995610",1,1,NA,"LE9232; 11548x","Penobscot","Stationary","KAWW",-68.5804097,46.0304656,423
"Cape May Warbler","Setophaga tigrina","species","2022-06-28","1",19,"S113948683","obsr333476",1,1,0.346,"Katahdin Woods & Waters NM--Black Spruce Bog","Penobscot","Traveling","KAWW",-68.7127667,45.8587145,423
"Cape May Warbler","Setophaga tigrina","species","2022-06-16","X",10,"S123706317","obsr215193",1,1,NA,"LE9232; 11548x","Penobscot","Stationary","KAWW",-68.5804097,46.0304656,423
"Canada Goose","Branta canadensis","species","2022-06-02","2",390,"S122444757","obsr52476",1,1,4,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Canada Goose","Branta canadensis","species","2022-06-21","2",NA,"S113599840","obsr215193",1,0,NA,"Unnamed Road, Patten, Maine, US (45.99, -68.701)","Penobscot","Incidental","KAWW",-68.7012963,45.9901837,423
"Canada Warbler","Cardellina canadensis","species","2022-06-27","2",5,"S113916689","obsr333476",1,1,NA,"Katahdin Woods & Waters NM--Ragged Brook Area","Penobscot","Stationary","KAWW",-68.591132,46.054419,423
"Canada Warbler","Cardellina canadensis","species","2022-06-17","1",3,"S113151464","obsr336206",1,1,NA,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Stationary","KAWW",-68.7076136,45.8691097,423
"Canada Warbler","Cardellina canadensis","species","2022-06-14","1",125,"S113069090","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Canada Warbler","Cardellina canadensis","species","2022-06-26","1",544,"S113870051","obsr1767551",1,1,33.732,"Katahdin Woods and Waters National Monument","Penobscot","Traveling","KAWW",-68.72053,45.8875591,423
"Canada Warbler","Cardellina canadensis","species","2022-06-16","X",10,"S122550159","obsr2995610",1,1,NA,"LE9232; 11548x","Penobscot","Stationary","KAWW",-68.5804097,46.0304656,423
"Canada Warbler","Cardellina canadensis","species","2022-06-16","2",120,"S113070444","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Canada Warbler","Cardellina canadensis","species","2022-06-26","1",264,"S113845073","obsr159346",1,1,10.01,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Canada Warbler","Cardellina canadensis","species","2022-06-02","1",390,"S122444757","obsr52476",1,1,4,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Canada Warbler","Cardellina canadensis","species","2022-06-16","X",10,"S123706317","obsr215193",1,1,NA,"LE9232; 11548x","Penobscot","Stationary","KAWW",-68.5804097,46.0304656,423
"Canada Warbler","Cardellina canadensis","species","2022-06-14","2",25,"S113179909","obsr215193",1,1,1.625,"North Penobscot, Maine, US (45.876, -68.682)","Penobscot","Traveling","KAWW",-68.6824531,45.8757504,423
"Canada Warbler","Cardellina canadensis","species","2022-06-15","1",125,"S113069659","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-17","1",2,"S113150970","obsr336206",1,1,0.32,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.88077, -68.59699","Penobscot","Traveling","KAWW",-68.596988,45.880767,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-29","4",35,"S114058787","obsr623420",2,1,0.644,"Unnamed side road, Katahdin Woods and Waters National Monument, Stacyville US-ME 45.88026, -68.58345","Penobscot","Traveling","KAWW",-68.583453,45.880259,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-28","2",13,"S113963601","obsr333476",1,1,0.102,"Katahdin Woods & Waters NM--East Branch Road Area","Penobscot","Traveling","KAWW",-68.7969699,46.1100421,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-23","2",300,"S113791314","obsr1017838",1,1,6.437,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-15","3",59,"S113179679","obsr215193",1,1,10.284,"Patten, Maine, US (46.059, -68.581)","Penobscot","Traveling","KAWW",-68.5812642,46.0592985,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-27","3",13,"S113933111","obsr333476",1,1,NA,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Stationary","KAWW",-68.7472567,45.8458566,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-16","X",10,"S123706319","obsr215193",1,1,NA,"LE9230; 7699","Penobscot","Stationary","KAWW",-68.5675189,46.013263,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-16","X",10,"S122550157","obsr2995610",1,1,NA,"LE9230; 7699","Penobscot","Stationary","KAWW",-68.5675189,46.013263,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-27","6",11,"S113916804","obsr333476",1,1,0.114,"Katahdin Woods and Waters National Monument, Patten US-ME 46.01171, -68.57497","Penobscot","Traveling","KAWW",-68.574973,46.011711,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-29","1",85,"S114058418","obsr662926",2,1,0.821,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-27","4",4,"S113916708","obsr333476",1,1,0.148,"Katahdin Woods & Waters NM--American Thread Road Bog","Penobscot","Traveling","KAWW",-68.57884,46.04041,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-20","1",111,"S113600341","obsr215193",1,1,8.69,"Patten, Maine, US (45.977, -68.716)","Penobscot","Traveling","KAWW",-68.7157599,45.9768589,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-28","2",10,"S113963513","obsr333476",1,1,0.063,"Katahdin Woods & Waters NM--East Branch Road Area","Penobscot","Traveling","KAWW",-68.7969699,46.1100421,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-27","7",4,"S113916649","obsr333476",1,1,0.085,"Katahdin Woods & Waters NM--American Thread Road Bog","Penobscot","Traveling","KAWW",-68.57884,46.04041,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-29","4",35,"S114058786","obsr662926",2,1,0.644,"Unnamed side road, Katahdin Woods and Waters National Monument, Stacyville US-ME 45.88026, -68.58345","Penobscot","Traveling","KAWW",-68.583453,45.880259,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-21","2",89,"S113599740","obsr215193",1,1,7.145,"Katahdin Woods & Waters NM--Bowlin Camps Area","Penobscot","Traveling","KAWW",-68.7312277,46.0361634,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-17","2",3,"S113151440","obsr336206",1,1,NA,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.87438, -68.69584","Penobscot","Stationary","KAWW",-68.695841,45.874377,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-26","3",264,"S113845073","obsr159346",1,1,10.01,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-17","1",3,"S113151464","obsr336206",1,1,NA,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Stationary","KAWW",-68.7076136,45.8691097,423
"Cedar Waxwing","Bombycilla cedrorum","species","2022-06-29","1",85,"S114058419","obsr623420",2,1,0.821,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","1",22,"S113968258","obsr282673",1,1,0.179,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","1",30,"S113844896","obsr159346",1,1,NA,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Stationary","KAWW",-68.7472567,45.8458566,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","4",33,"S113830410","obsr333476",1,1,NA,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Stationary","KAWW",-68.7472567,45.8458566,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","1",22,"S113958333","obsr93125",1,1,0.179,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","1",22,"S113825299","obsr92999",1,1,0.179,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Chimney Swift","Chaetura pelagica","species","2022-06-27","1",24,"S113899264","obsr333476",1,1,0.257,"Katahdin Woods & Waters NM--Lunksoos Campsites Area","Penobscot","Traveling","KAWW",-68.6133868,45.908995,423
"Chimney Swift","Chaetura pelagica","species","2022-06-30","1",29,"S114111413","obsr623420",2,1,NA,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Stationary","KAWW",-68.7076136,45.8691097,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","1",544,"S113870051","obsr1767551",1,1,33.732,"Katahdin Woods and Waters National Monument","Penobscot","Traveling","KAWW",-68.72053,45.8875591,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","1",22,"S118093429","obsr159346",1,1,0.179,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","1",23,"S113845112","obsr159346",1,1,0.306,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","4",28,"S114476077","obsr282673",1,1,0.118,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Traveling","KAWW",-68.7472567,45.8458566,423
"Chimney Swift","Chaetura pelagica","species","2022-06-30","1",29,"S114111412","obsr662926",2,1,NA,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Stationary","KAWW",-68.7076136,45.8691097,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","4",28,"S113958292","obsr93125",1,1,0.118,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Traveling","KAWW",-68.7472567,45.8458566,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","1",23,"S114054142","obsr92999",1,1,0.306,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Chimney Swift","Chaetura pelagica","species","2022-06-26","4",28,"S113830389","obsr92999",1,1,0.118,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Traveling","KAWW",-68.7472567,45.8458566,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2022-06-27","1",16,"S113890878","obsr92999",1,1,NA,"Katahdin Woods & Waters NM--Seboeis Unit","Penobscot","Stationary","KAWW",-68.582431,46.016276,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2022-06-01","6",200,"S116740887","obsr52476",1,1,1.3,"Katahdin Woods & Waters NM--Rocky Pond Road--East End","Penobscot","Traveling","KAWW",-68.7343538,45.8457506,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2022-06-30","1",42,"S114111488","obsr623420",2,1,NA,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Stationary","KAWW",-68.7472567,45.8458566,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2022-06-26","4",125,"S113871322","obsr324527",3,1,3.701,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2022-06-10","4",125,"S112819370","obsr3024029",1,1,3.289,"Barnard Mountain Trailhead","Penobscot","Traveling","KAWW",-68.760397,45.914918,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2022-06-20","X",10,"S122550014","obsr2995610",1,1,NA,"LE8954; 567","Penobscot","Stationary","KAWW",-68.7897853,45.9570416,423
