"common.name","scientific.name","category","obs.date","count","duration.min","checklist.id","observer.id","num.observers","all.species.reported","distance.km","locality","county","protocol","park","longitude","latitude","OBJECTID_1"
"Blue Jay","Cyanocitta cristata","species","2022-06-27","X",6,"S125277895","obsr2994183",1,1,NA,"NJ5883; Lookout Mtn SE; Katahdin W and W2-10; Sunset; A","Penobscot","Stationary","KAWW",-68.5586026,45.8803644,423
"Blue Jay","Cyanocitta cristata","species","2022-06-14","X",10,"S123706343","obsr215193",1,1,NA,"LE9208; 18252x","Penobscot","Stationary","KAWW",-68.7090119,45.891206,423
"Blue Jay","Cyanocitta cristata","species","2022-06-25","3",4,"S113789324","obsr92999",1,1,NA,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Stationary","KAWW",-68.7076136,45.8691097,423
"Blue Jay","Cyanocitta cristata","species","2022-06-08","1",44,"S112451558","obsr272549",2,1,0.202,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Blue Jay","Cyanocitta cristata","species","2022-06-02","1",390,"S122444757","obsr52476",1,1,4,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Blue Jay","Cyanocitta cristata","species","2022-06-27","3",82,"S113890858","obsr92999",1,1,1.159,"Katahdin Woods & Waters NM--Seboeis Unit","Penobscot","Traveling","KAWW",-68.582431,46.016276,423
"Blue Jay","Cyanocitta cristata","species","2022-06-21","1",NA,"S113599892","obsr215193",1,0,NA,"Lunksoos Lean-to","Penobscot","Incidental","KAWW",-68.7014704,45.956926,423
"Blue Jay","Cyanocitta cristata","species","2022-06-27","1",5,"S113916689","obsr333476",1,1,NA,"Katahdin Woods & Waters NM--Ragged Brook Area","Penobscot","Stationary","KAWW",-68.591132,46.054419,423
"Blue Jay","Cyanocitta cristata","species","2022-06-25","1",300,"S123770176","obsr1267846",1,1,4.828,"Lower Ragged Brook","Penobscot","Traveling","KAWW",-68.6058056,46.0378909,423
"Blue Jay","Cyanocitta cristata","species","2022-06-30","1",29,"S114111412","obsr662926",2,1,NA,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Stationary","KAWW",-68.7076136,45.8691097,423
"Barred Owl","Strix varia","species","2022-06-21","1",NA,"S113599892","obsr215193",1,0,NA,"Lunksoos Lean-to","Penobscot","Incidental","KAWW",-68.7014704,45.956926,423
"Barred Owl","Strix varia","species","2022-06-11","X",6,"S125277882","obsr2994183",1,1,NA,"NJ5868; Whetstone Mtn NE; Katahdin W and W2-5; Moonrise; C","Penobscot","Stationary","KAWW",-68.6389474,45.8611153,423
"Barred Owl","Strix varia","species","2022-06-11","X",6,"S125277884","obsr2994183",1,1,NA,"NJ5871; Lookout Mtn SW; Katahdin W and W2-8; Moonrise; C","Penobscot","Stationary","KAWW",-68.6003433,45.880293,423
"Barred Owl","Strix varia","species","2022-06-26","1",10,"S113867695","obsr333476",1,1,NA,"Katahdin Woods & Waters NM--Stacyville Road Unit","Penobscot","Stationary","KAWW",-68.5835043,45.88052,423
"Brown Creeper","Certhia americana","species","2022-06-30","1",29,"S114111413","obsr623420",2,1,NA,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Stationary","KAWW",-68.7076136,45.8691097,423
"Brown Creeper","Certhia americana","species","2022-06-21","2",89,"S113599740","obsr215193",1,1,7.145,"Katahdin Woods & Waters NM--Bowlin Camps Area","Penobscot","Traveling","KAWW",-68.7312277,46.0361634,423
"Brown Creeper","Certhia americana","species","2022-06-13","1",39,"S112897916","obsr215193",1,1,0.252,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Brown Creeper","Certhia americana","species","2022-06-30","1",29,"S114111412","obsr662926",2,1,NA,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Stationary","KAWW",-68.7076136,45.8691097,423
"Brown Creeper","Certhia americana","species","2022-06-27","1",16,"S113890878","obsr92999",1,1,NA,"Katahdin Woods & Waters NM--Seboeis Unit","Penobscot","Stationary","KAWW",-68.582431,46.016276,423
"Brown Creeper","Certhia americana","species","2022-06-20","2",63,"S113600379","obsr215193",1,1,5.11,"Katahdin Woods & Waters NM--Bowlin Camps Area","Penobscot","Traveling","KAWW",-68.7312277,46.0361634,423
"Brown Creeper","Certhia americana","species","2022-06-23","1",300,"S113791314","obsr1017838",1,1,6.437,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Broad-winged Hawk","Buteo platypterus","species","2022-06-27","1",82,"S113890858","obsr92999",1,1,1.159,"Katahdin Woods & Waters NM--Seboeis Unit","Penobscot","Traveling","KAWW",-68.582431,46.016276,423
"Broad-winged Hawk","Buteo platypterus","species","2022-06-28","1",11,"S113963580","obsr333476",1,1,0.115,"Katahdin Woods & Waters NM--East Branch Road Area","Penobscot","Traveling","KAWW",-68.7969699,46.1100421,423
"Broad-winged Hawk","Buteo platypterus","species","2022-06-07","1",101,"S112538000","obsr115891",2,1,11.25,"Katahdin Woods and Waters National Monument - entrance to sandbank campsite, Stacyville US-ME 45.88038, -68.55875","Penobscot","Traveling","KAWW",-68.55875,45.880378,423
"Broad-winged Hawk","Buteo platypterus","species","2022-06-17","1",4,"S113150988","obsr336206",1,1,0.078,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.88029, -68.59300","Penobscot","Traveling","KAWW",-68.592996,45.88029,423
"Broad-winged Hawk","Buteo platypterus","species","2022-06-23","1",300,"S113791314","obsr1017838",1,1,6.437,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Broad-winged Hawk","Buteo platypterus","species","2022-06-08","1",15,"S112454198","obsr272549",2,1,1.591,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.86147, -68.75718","Penobscot","Traveling","KAWW",-68.757179,45.86147,423
"Broad-winged Hawk","Buteo platypterus","species","2022-06-01","2",200,"S116740887","obsr52476",1,1,1.3,"Katahdin Woods & Waters NM--Rocky Pond Road--East End","Penobscot","Traveling","KAWW",-68.7343538,45.8457506,423
"Broad-winged Hawk","Buteo platypterus","species","2022-06-08","1",15,"S112454197","obsr176060",2,1,1.591,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.86147, -68.75718","Penobscot","Traveling","KAWW",-68.757179,45.86147,423
"Broad-winged Hawk","Buteo platypterus","species","2022-06-26","1",33,"S113830410","obsr333476",1,1,NA,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Stationary","KAWW",-68.7472567,45.8458566,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-03","3",265,"S123174761","obsr52476",1,1,2.25,"Katahdin Woods and Waters NM - Rocky Pond Road, West End","Penobscot","Traveling","KAWW",-68.7633952,45.8785405,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-01","1",200,"S116740887","obsr52476",1,1,1.3,"Katahdin Woods & Waters NM--Rocky Pond Road--East End","Penobscot","Traveling","KAWW",-68.7343538,45.8457506,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","X",10,"S123706302","obsr215193",1,1,NA,"LE8964; 28010x","Penobscot","Stationary","KAWW",-68.7085307,45.9954209,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","X",10,"S123706307","obsr215193",1,1,NA,"LE8959; 14278x","Penobscot","Stationary","KAWW",-68.7268545,45.9902459,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-20","1",45,"S113600479","obsr215193",1,1,3.83,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-14","X",10,"S123706339","obsr215193",1,1,NA,"LE9211; 10132","Penobscot","Stationary","KAWW",-68.719746,45.9045536,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-15","2",110,"S113069802","obsr231067",2,1,25.75,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-27","1",26,"S113921721","obsr333476",1,1,0.563,"Katahdin Woods & Waters NM--Stacyville Road Unit","Penobscot","Traveling","KAWW",-68.5835043,45.88052,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","X",10,"S123706303","obsr215193",1,1,NA,"LE8963; 14413","Penobscot","Stationary","KAWW",-68.7132946,45.9956579,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-15","1",100,"S113179630","obsr215193",1,1,1.87,"Seboeis Rd","Penobscot","Traveling","KAWW",-68.5922919,46.0095336,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-02","3",390,"S122444757","obsr52476",1,1,4,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-14","X",10,"S122550143","obsr2995610",1,1,NA,"LE9211; 10132","Penobscot","Stationary","KAWW",-68.719746,45.9045536,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-03","2",240,"S112044769","obsr138047",2,1,0.064,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-20","6",111,"S113600341","obsr215193",1,1,8.69,"Patten, Maine, US (45.977, -68.716)","Penobscot","Traveling","KAWW",-68.7157599,45.9768589,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-20","3",63,"S113600379","obsr215193",1,1,5.11,"Katahdin Woods & Waters NM--Bowlin Camps Area","Penobscot","Traveling","KAWW",-68.7312277,46.0361634,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","X",10,"S122550023","obsr2995610",1,1,NA,"LE8963; 14413","Penobscot","Stationary","KAWW",-68.7132946,45.9956579,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","4",20,"S113599814","obsr215193",1,1,1.352,"Unnamed Road, Patten, Maine, US (45.993, -68.706)","Penobscot","Traveling","KAWW",-68.7057438,45.9931369,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","X",10,"S123706304","obsr215193",1,1,NA,"LE8962; 13594","Penobscot","Stationary","KAWW",-68.749778,46.0007658,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","2",89,"S113599740","obsr215193",1,1,7.145,"Katahdin Woods & Waters NM--Bowlin Camps Area","Penobscot","Traveling","KAWW",-68.7312277,46.0361634,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","X",10,"S122550022","obsr2995610",1,1,NA,"LE8962; 13594","Penobscot","Stationary","KAWW",-68.749778,46.0007658,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-20","X",10,"S123706308","obsr215193",1,1,NA,"LE8957; 15293","Penobscot","Stationary","KAWW",-68.7581494,45.9378621,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-14","2",28,"S114799137","obsr211033",1,1,9.956,"HRSYTOWN Township, Maine, US (45.871, -68.572)","Penobscot","Traveling","KAWW",-68.5721313,45.8709072,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-24","2",60,"S113692066","obsr366657",2,1,10.175,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.87058, -68.68161","Penobscot","Traveling","KAWW",-68.681609,45.870578,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-25","1",5,"S113775922","obsr92999",1,1,NA,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Stationary","KAWW",-68.7472567,45.8458566,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-20","X",10,"S122550017","obsr2995610",1,1,NA,"LE8957; 15293","Penobscot","Stationary","KAWW",-68.7581494,45.9378621,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-14","1",25,"S113179909","obsr215193",1,1,1.625,"North Penobscot, Maine, US (45.876, -68.682)","Penobscot","Traveling","KAWW",-68.6824531,45.8757504,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","X",10,"S122550019","obsr2995610",1,1,NA,"LE8959; 14278x","Penobscot","Stationary","KAWW",-68.7268545,45.9902459,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-26","1",125,"S113871322","obsr324527",3,1,3.701,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-27","X",6,"S125277890","obsr2994183",1,1,NA,"NJ5878; Whetstone Mtn NE; Katahdin W and W2-5; Sunset; A","Penobscot","Stationary","KAWW",-68.6389474,45.8611153,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-26","1",264,"S113845073","obsr159346",1,1,10.01,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-10","1",125,"S112819370","obsr3024029",1,1,3.289,"Barnard Mountain Trailhead","Penobscot","Traveling","KAWW",-68.760397,45.914918,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-03","2",240,"S112150129","obsr756411",2,1,0.064,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","X",10,"S122550024","obsr2995610",1,1,NA,"LE8964; 28010x","Penobscot","Stationary","KAWW",-68.7085307,45.9954209,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-26","1",125,"S171810543","obsr4578025",3,1,3.701,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","X",10,"S123706306","obsr215193",1,1,NA,"LE8960; 35059x","Penobscot","Stationary","KAWW",-68.7324059,45.9931032,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","X",10,"S122550020","obsr2995610",1,1,NA,"LE8960; 35059x","Penobscot","Stationary","KAWW",-68.7324059,45.9931032,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-15","3",59,"S113179679","obsr215193",1,1,10.284,"Patten, Maine, US (46.059, -68.581)","Penobscot","Traveling","KAWW",-68.5812642,46.0592985,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-21","1",NA,"S113599892","obsr215193",1,0,NA,"Lunksoos Lean-to","Penobscot","Incidental","KAWW",-68.7014704,45.956926,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-27","1",82,"S113890858","obsr92999",1,1,1.159,"Katahdin Woods & Waters NM--Seboeis Unit","Penobscot","Traveling","KAWW",-68.582431,46.016276,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2022-06-23","3",300,"S113791314","obsr1017838",1,1,6.437,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-25","1",300,"S123770176","obsr1267846",1,1,4.828,"Lower Ragged Brook","Penobscot","Traveling","KAWW",-68.6058056,46.0378909,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-26","2",125,"S171810543","obsr4578025",3,1,3.701,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-03","2",240,"S112150129","obsr756411",2,1,0.064,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-08","1",44,"S112451558","obsr272549",2,1,0.202,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-27","X",6,"S125277895","obsr2994183",1,1,NA,"NJ5883; Lookout Mtn SE; Katahdin W and W2-10; Sunset; A","Penobscot","Stationary","KAWW",-68.5586026,45.8803644,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-16","1",95,"S113070297","obsr231067",2,1,NA,"Katahdin Woods & Waters NM","Penobscot","Stationary","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-26","1",85,"S113848270","obsr333476",1,1,4.023,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-30","1",12,"S114111360","obsr662926",2,1,NA,"Roadside, Katahdin Woods and Waters National Monument, Stacyville US-ME 45.87395, -68.70270","Penobscot","Stationary","KAWW",-68.702704,45.873945,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-26","2",544,"S113870051","obsr1767551",1,1,33.732,"Katahdin Woods and Waters National Monument","Penobscot","Traveling","KAWW",-68.72053,45.8875591,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-17","1",4,"S113150988","obsr336206",1,1,0.078,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.88029, -68.59300","Penobscot","Traveling","KAWW",-68.592996,45.88029,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-14","3",28,"S114799137","obsr211033",1,1,9.956,"HRSYTOWN Township, Maine, US (45.871, -68.572)","Penobscot","Traveling","KAWW",-68.5721313,45.8709072,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","X",10,"S122550020","obsr2995610",1,1,NA,"LE8960; 35059x","Penobscot","Stationary","KAWW",-68.7324059,45.9931032,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-14","1",125,"S113069090","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-17","1",11,"S113151111","obsr336206",1,1,0.199,"KAWW Loop Road Entrance Wetland","Penobscot","Traveling","KAWW",-68.567033,45.880412,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-27","1",4,"S113916649","obsr333476",1,1,0.085,"Katahdin Woods & Waters NM--American Thread Road Bog","Penobscot","Traveling","KAWW",-68.57884,46.04041,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","X",10,"S122550019","obsr2995610",1,1,NA,"LE8959; 14278x","Penobscot","Stationary","KAWW",-68.7268545,45.9902459,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-20","5",63,"S113600379","obsr215193",1,1,5.11,"Katahdin Woods & Waters NM--Bowlin Camps Area","Penobscot","Traveling","KAWW",-68.7312277,46.0361634,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-02","3",390,"S122444757","obsr52476",1,1,4,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","4",20,"S113599814","obsr215193",1,1,1.352,"Unnamed Road, Patten, Maine, US (45.993, -68.706)","Penobscot","Traveling","KAWW",-68.7057438,45.9931369,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-16","X",10,"S122550158","obsr2995610",1,1,NA,"LE9231; 13100","Penobscot","Stationary","KAWW",-68.5763469,46.0193442,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-27","2",82,"S113890858","obsr92999",1,1,1.159,"Katahdin Woods & Waters NM--Seboeis Unit","Penobscot","Traveling","KAWW",-68.582431,46.016276,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-26","2",76,"S113848243","obsr333476",1,1,3.981,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-23","1",300,"S113791314","obsr1017838",1,1,6.437,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-26","2",125,"S113871322","obsr324527",3,1,3.701,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-27","X",6,"S125277893","obsr2994183",1,1,NA,"NJ5881; Lookout Mtn SW; Katahdin W and W2-8; Sunset; A","Penobscot","Stationary","KAWW",-68.6003433,45.880293,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-20","X",10,"S122550016","obsr2995610",1,1,NA,"LE8956; 2461x","Penobscot","Stationary","KAWW",-68.7524455,45.9180399,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","X",10,"S123706306","obsr215193",1,1,NA,"LE8960; 35059x","Penobscot","Stationary","KAWW",-68.7324059,45.9931032,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","X",10,"S122550025","obsr2995610",1,1,NA,"LE8965; 14625","Penobscot","Stationary","KAWW",-68.7005506,45.988173,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-01","2",200,"S116740887","obsr52476",1,1,1.3,"Katahdin Woods & Waters NM--Rocky Pond Road--East End","Penobscot","Traveling","KAWW",-68.7343538,45.8457506,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-15","1",5,"S113179727","obsr215193",1,1,0.843,"Unnamed Road, Patten, Maine, US (46.038, -68.577)","Penobscot","Traveling","KAWW",-68.5773645,46.0380491,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-20","1",111,"S113600341","obsr215193",1,1,8.69,"Patten, Maine, US (45.977, -68.716)","Penobscot","Traveling","KAWW",-68.7157599,45.9768589,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-16","X",10,"S123706318","obsr215193",1,1,NA,"LE9231; 13100","Penobscot","Stationary","KAWW",-68.5763469,46.0193442,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","X",10,"S122550022","obsr2995610",1,1,NA,"LE8962; 13594","Penobscot","Stationary","KAWW",-68.749778,46.0007658,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","X",10,"S123706301","obsr215193",1,1,NA,"LE8965; 14625","Penobscot","Stationary","KAWW",-68.7005506,45.988173,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-14","X",10,"S122550005","obsr2995610",1,1,NA,"LE9205; 17049x","Penobscot","Stationary","KAWW",-68.7173063,45.8517774,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-15","2",110,"S113069802","obsr231067",2,1,25.75,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-15","1",125,"S113069659","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-30","1",12,"S114111361","obsr623420",2,1,NA,"Roadside, Katahdin Woods and Waters National Monument, Stacyville US-ME 45.87395, -68.70270","Penobscot","Stationary","KAWW",-68.702704,45.873945,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-14","X",10,"S123706346","obsr215193",1,1,NA,"LE9205; 17049x","Penobscot","Stationary","KAWW",-68.7173063,45.8517774,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-24","2",60,"S113692066","obsr366657",2,1,10.175,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.87058, -68.68161","Penobscot","Traveling","KAWW",-68.681609,45.870578,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-27","1",3,"S113881478","obsr333476",1,1,NA,"Katahdin Woods & Waters NM--Lunksoos Campsites Area","Penobscot","Stationary","KAWW",-68.6133868,45.908995,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-17","1",2,"S113150970","obsr336206",1,1,0.32,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.88077, -68.59699","Penobscot","Traveling","KAWW",-68.596988,45.880767,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-20","X",10,"S123706309","obsr215193",1,1,NA,"LE8956; 2461x","Penobscot","Stationary","KAWW",-68.7524455,45.9180399,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-03","2",240,"S112044769","obsr138047",2,1,0.064,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-08","1",44,"S112451557","obsr176060",2,1,0.202,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","2",89,"S113599740","obsr215193",1,1,7.145,"Katahdin Woods & Waters NM--Bowlin Camps Area","Penobscot","Traveling","KAWW",-68.7312277,46.0361634,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","X",10,"S123706302","obsr215193",1,1,NA,"LE8964; 28010x","Penobscot","Stationary","KAWW",-68.7085307,45.9954209,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","X",10,"S123706307","obsr215193",1,1,NA,"LE8959; 14278x","Penobscot","Stationary","KAWW",-68.7268545,45.9902459,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-26","1",171,"S113857905","obsr92999",1,1,3.37,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","X",10,"S123706304","obsr215193",1,1,NA,"LE8962; 13594","Penobscot","Stationary","KAWW",-68.749778,46.0007658,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-16","1",120,"S113070444","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-21","X",10,"S122550024","obsr2995610",1,1,NA,"LE8964; 28010x","Penobscot","Stationary","KAWW",-68.7085307,45.9954209,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-03","1",265,"S123174761","obsr52476",1,1,2.25,"Katahdin Woods and Waters NM - Rocky Pond Road, West End","Penobscot","Traveling","KAWW",-68.7633952,45.8785405,423
"Black-throated Green Warbler","Setophaga virens","species","2022-06-26","1",264,"S113845073","obsr159346",1,1,10.01,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-21","4",20,"S113599814","obsr215193",1,1,1.352,"Unnamed Road, Patten, Maine, US (45.993, -68.706)","Penobscot","Traveling","KAWW",-68.7057438,45.9931369,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-24","1",60,"S113692066","obsr366657",2,1,10.175,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.87058, -68.68161","Penobscot","Traveling","KAWW",-68.681609,45.870578,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-07","1",36,"S112538451","obsr115891",2,1,0.763,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-27","1",26,"S113921721","obsr333476",1,1,0.563,"Katahdin Woods & Waters NM--Stacyville Road Unit","Penobscot","Traveling","KAWW",-68.5835043,45.88052,423
"Blue-headed Vireo","Vireo solitarius","species","2022-06-26","1",125,"S171810543","obsr4578025",3,1,3.701,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
